ID,Group,Category,Priority,Status,Description,Use Case
REQ-543,3. Source Registration & Data Modeling,Auto-Materialized Relationships,MUST,Available,Mutations to source tables of a materialized cross-source relationship mark the corresponding MV as stale for re-refresh. The `refresh_interval` defaults to 300 seconds (5 minutes) when not explicitly set.,"Mutation-triggered staleness ensures the MV is refreshed promptly after writes, keeping cached join results consistent."
REQ-604,3. Source Registration & Data Modeling,Naming & Schema,SHOULD,Available,"Relationships support an optional `graphql_alias` field that names the SDL field exposed on the parent type. When `graphql_alias` is absent, the SDL field name is derived from the target table's `field_name` and the relationship cardinality via `rel_field_name(target.field_name, cardinality)` (singular for many-to-one, plural for one-to-many).",graphql_alias lets stewards expose relationship traversal fields under business-friendly names independent of the target table's raw field_name.
REQ-605,3. Source Registration & Data Modeling,Registration & Governance,SHOULD,Available,"When `root_table_ids` is set on a `SchemaInput`, tables whose IDs are absent from that set are excluded from root query fields in the generated SDL but remain present as GraphQL named types reachable via relationship fields. Domain access filtering applies the same mechanism: tables in inaccessible domains become type-defs only. Full removal of a type (including its definition) requires deleting the table registration entirely.","Type-def-only tables let stewards expose navigable object graphs where some types are reachable only via relationship traversal, not by independent client query, without requiring separate registration."
REQ-609,3. Source Registration & Data Modeling,Domain Model,MUST,Available,"Every domain must have a designated steward before it can serve governed data. A domain may exist in a pending state until a steward is assigned; a domain without a steward cannot expose tables, views, or relationships to consumers.",Steward requirement ensures accountability is always assigned before governed data is exposed.
REQ-610,3. Source Registration & Data Modeling,Domain Model,SHOULD,Available,"A field access grant belongs to the requesting domain, not to the specific view that prompted it. Any subsequent view in the requesting domain may use the granted fields without additional cross-domain approval. New fields not covered by the existing grant require a new request.",Domain-scoped field grants prevent repeated approval ceremonies for the same cross-domain data access pattern.
REQ-611,3. Source Registration & Data Modeling,Registration & Governance,SHOULD,Available,"Discovery is structured across five tiers of increasing governance: (1) Registered source schema — raw inventory, admin-level visibility; (2) Unclaimed tables — introspected from registered sources with no domain owner; (3) Domain assets — claimed tables and steward-defined views, fully governed; (4) Relationships — approved traversal paths between Tier 3 assets; (5) Field grants — domain-to-domain field access permissions. Each tier is a prerequisite for the next.",Structured discovery tiers give stewards and analysts a clear mental model of what data is governed and at what level.
REQ-612,3. Source Registration & Data Modeling,Registration & Governance,SHOULD,Available,"Relationship candidates are ranked by a four-level confidence hierarchy: (Highest) Approved catalog relationship validated by both stewards; (High) Intra-source FK constraint — explicit modeling intent; (Medium) Intra-source semantic inference — column name/type similarity; (Low) Cross-source semantic inference — naming conventions diverge, high false-positive risk. Candidates corroborated by multiple evidence types accumulate confidence.","Confidence hierarchy lets stewards prioritize which relationship suggestions to review first, reducing false-positive noise."
REQ-635,3. Source Registration & Data Modeling,Registration & Governance,MUST,Available,"The schema name presented to users must be the name the data source itself uses to group datasets. For relational databases this is the native schema (or database for MySQL). For flat/API sources with no native grouping concept, a fixed constant naming the source type is used.",Schema names derived from native source grouping prevent user confusion and keep the semantic layer consistent with the underlying data source.
REQ-636,3. Source Registration & Data Modeling,Registration & Governance,MUST,Available,"When a Trino connector is configured for a source type (i.e., the type is in SOURCE_TO_CONNECTOR), Trino is the preferred path for schema and table introspection. Native driver introspection is only used for source types with no Trino connector or those that override via native_schemas/native_tables returning a non-None value.","Trino-first introspection ensures schema discovery uses the same path as query execution, keeping introspection results consistent with what is queryable."
REQ-637,3. Source Registration & Data Modeling,Registration & Governance,MUST,Available,"PG cache schemas, Trino catalog names, and other implementation-layer namespaces must never appear as schema or table names presented to the user. Only native source schema/table names and registered aliases are exposed.",Hiding implementation namespaces prevents users from seeing or depending on internal infrastructure details that may change.
REQ-638,3. Source Registration & Data Modeling,Registration & Governance,MUST,Available,"The UI calls one availableSchemas endpoint and one availableTables endpoint. Backend routing selects the correct introspection strategy per source type internally, with no source-type-specific endpoints exposed to the UI.",Single introspection endpoints for schemas and tables simplify the UI and centralize routing logic in one place.
